County,State,Popul,PopDen,PopChg%,Hispan%,Under5%,Age65-75%,Black%,Asian%,BirthRate,HSGrad,ColGrad,IncomeHH
Crowley,CO,5434,7.0,-1.5,22.5,4.4,5.7,7.0,0.8,10.7,70.3,8.0,23524
Custer,CO,3693,4.7,5.4,2.5,5.5,10.0,0.4,0.3,9.7,83.8,19.2,29797
Delta,CO,28421,24.4,2.1,11.4,5.8,10.0,0.5,0.3,11.8,73.0,13.6,27418
Denver,CO,554446,3625.0,,31.7,6.8,5.5,11.1,2.8,18.6,79.2,29.0,35616
Dolores,CO,1837,1.7,-0.4,3.9,5.0,9.4,0.1,0.4,9.3,71.8,9.8,25826
Douglas,CO,199753,209.2,13.6,5.1,9.6,2.7,1.0,2.5,18.6,94.8,40.7,77513
Eagle,CO,43027,24.7,3.3,23.2,7.1,2.1,0.3,0.8,18.8,89.8,33.0,50000
Elbert,CO,21445,10.7,7.9,3.9,6.6,3.7,0.6,0.4,11.5,84.2,19.8,52636
El Paso,CO,533428,243.1,3.2,11.3,7.6,4.9,6.5,2.5,16.0,88.3,25.8,42023
Fremont,CO,47209,30.1,2.3,10.3,4.8,7.7,5.3,0.5,9.5,75.4,11.8,29939
Garfield,CO,45521,14.9,4.0,16.7,7.5,4.9,0.4,0.4,15.8,85.2,21.6,40923
Gilpin,CO,4823,31.7,1.4,4.2,5.7,3.9,0.5,0.7,9.8,93.0,29.5,51044
Grand,CO,12711,6.7,2.2,4.4,5.8,5.4,0.5,0.7,11.3,87.4,30.2,38865
Gunnison,CO,13947,4.3,-0.1,5.0,4.6,4.2,0.5,0.5,9.9,90.6,36.9,32300
Hinsdale,CO,800,0.7,1.3,1.5,6.1,8.1,0.0,0.3,7.1,93.0,32.0,32993
Huerfano,CO,7845,4.9,-0.2,35.1,4.4,8.3,2.7,0.4,9.1,65.0,12.6,21389
Jackson,CO,1589,1.0,0.8,6.5,5.6,8.1,0.3,0.1,13.9,82.1,15.3,29031
Jefferson,CO,530966,682.7,0.7,10.0,6.3,5.4,0.9,2.3,12.9,89.8,30.7,54175
Kiowa,CO,1537,0.9,-5.2,3.1,6.0,7.5,0.5,0.0,11.0,69.8,9.1,32455
Kit Carson,CO,7813,3.7,-2.5,13.7,6.1,7.1,1.7,0.3,10.2,73.5,15.8,32964
Lake,CO,7679,20.7,-1.7,36.1,7.8,4.1,0.2,0.3,15.8,81.7,16.2,34986
La Plata,CO,45157,26.0,2.8,10.4,5.1,5.3,0.3,0.4,10.3,85.7,28.1,36822
Larimer,CO,259472,96.7,3.2,8.3,6.1,5.1,0.7,1.6,12.4,88.6,32.3,43853
Las Animas,CO,15341,3.2,0.9,41.5,5.6,8.9,0.4,0.4,10.4,67.6,12.7,22682
Lincoln,CO,5927,2.4,-2.6,8.5,5.0,6.9,5.0,0.6,9.6,74.5,12.9,29117
Logan,CO,20921,11.1,2.0,11.9,6.3,7.3,2.0,0.4,13.9,79.1,14.2,33076
Mesa,CO,119281,34.9,2.6,10.0,6.3,7.9,0.5,0.5,12.6,79.5,17.4,33519
Mineral,CO,809,0.9,-2.6,2.0,4.5,11.0,0.0,0.0,6.0,84.8,17.9,29810
Moffat,CO,13154,2.8,-0.2,9.5,6.8,5.2,0.2,0.3,13.0,79.9,16.4,42476
Montezuma,CO,24035,11.7,0.9,9.5,6.9,7.7,0.1,0.2,12.3,74.8,15.9,30882
Montrose,CO,34572,14.9,3.4,14.9,6.8,7.8,0.3,0.4,14.3,74.5,15.4,32312
Morgan,CO,27543,21.1,1.4,31.2,8.5,6.5,0.3,0.2,18.8,67.6,11.7,31197
Otero,CO,19972,16.1,-1.7,37.6,6.5,8.6,0.8,0.7,13.5,69.4,13.0,25143
Ouray,CO,3882,6.9,3.7,4.1,4.8,8.0,0.1,0.3,8.1,87.5,27.9,38465
Park,CO,15580,6.6,7.3,4.3,5.7,5.2,0.5,0.4,10.6,91.1,22.4,46090
Phillips,CO,4472,6.5,-0.2,11.8,6.9,9.1,0.2,0.4,13.9,79.0,14.2,32863
Pitkin,CO,14810,15.3,-0.4,6.5,4.1,4.7,0.5,1.1,10.5,94.7,49.8,52744
Prowers,CO,14206,8.8,-1.9,32.9,7.9,6.4,0.3,0.4,15.7,70.2,12.2,28881
Pueblo,CO,144955,59.2,2.5,38.0,6.7,8.0,1.9,0.7,13.4,73.9,14.0,29112
Rio Blanco,CO,5945,1.9,-0.7,4.9,5.7,6.3,0.2,0.3,9.8,81.2,15.4,40921
Rio Grande,CO,12304,13.6,-0.9,41.7,7.0,7.6,0.3,0.2,12.0,69.7,17.5,25808
Routt,CO,20255,8.3,2.9,3.2,5.5,3.0,0.1,0.4,10.2,91.7,34.7,42799
Saguache,CO,6224,1.9,5.2,45.3,6.8,6.1,0.1,0.5,15.4,65.9,14.4,22419
San Juan,CO,586,1.4,5.0,7.3,4.7,4.3,0.0,0.2,5.5,82.7,24.0,27635
San Miguel,CO,6951,5.1,5.4,6.7,4.5,2.3,0.3,0.7,10.4,93.5,40.3,42160
Sedgwick,CO,2668,5.0,-2.9,11.4,5.6,11.0,0.5,0.8,11.1,70.9,8.6,28209
Summit,CO,24225,38.7,2.9,9.8,5.3,2.6,0.7,0.9,11.9,95.5,39.7,45857
Teller,CO,21425,36.9,4.2,3.5,5.7,5.3,0.5,0.6,11.1,92.1,26.4,45552
Washington,CO,4861,2.0,-1.3,6.3,6.2,9.7,,0.1,9.6,75.9,11.8,29870
Weld,CO,194949,45.3,7.7,27.0,7.8,4.8,0.6,0.8,16.3,74.9,18.4,35351
Yuma,CO,9859,4.2,0.2,12.9,6.6,8.2,0.1,0.1,14.3,78.5,13.4,31639
Fairfield,CT,885368,1410.0,0.3,11.9,7.3,6.8,10.0,3.3,14.9,81.0,34.2,56872
Hartford,CT,861152,1166.0,0.5,11.5,6.4,7.1,11.7,2.4,13.7,77.7,25.8,46011
Litchfield,CT,184460,198.0,1.2,2.1,5.9,7.0,1.1,1.2,10.7,80.9,25.0,50589
Middlesex,CT,157579,420.2,1.6,3.0,6.2,6.7,4.4,1.6,12.9,82.6,28.2,53624
New Haven,CT,828374,1360.0,0.5,10.1,6.4,6.8,11.3,2.3,13.1,77.5,24.2,44412
New London,CT,259065,389.0,,5.1,6.3,6.7,5.3,2.0,10.0,80.9,21.8,44566
Tolland,CT,138914,332.6,1.9,2.8,5.9,5.4,2.7,2.3,10.7,84.7,29.2,55223
Windham,CT,110162,212.7,1.0,7.1,6.1,6.1,1.9,0.8,12.0,71.1,16.8,41108
Kent,DE,129066,214.7,1.9,3.2,7.2,6.6,20.7,1.7,14.0,73.1,15.0,36555
New Castle,DE,505829,1174.0,1.1,5.3,6.7,6.2,20.2,2.6,14.0,80.6,25.2,47819
Sussex,DE,161270,167.0,3.0,4.4,5.8,11.0,14.9,0.7,13.7,69.7,13.0,33281
Alachua,FL,218795,249.4,0.4,5.7,5.1,5.0,19.3,3.5,12.7,82.7,34.6,31382
Baker,FL,22707,38.0,2.0,1.9,7.0,5.8,13.9,0.4,15.1,64.1,5.7,32377
Bay,FL,150316,194.0,1.4,2.4,6.1,7.9,10.6,1.7,13.7,74.7,15.7,32047
Bradford,FL,26423,89.0,1.3,2.4,5.5,7.0,20.8,0.6,13.3,65.0,8.1,30033
Brevard,FL,489522,467.8,2.8,4.6,5.2,11.0,8.4,1.5,10.4,82.3,20.4,36353
Broward,FL,1668560,1347.0,2.8,16.7,6.3,7.2,20.5,2.3,13.8,76.8,18.8,37832
Calhoun,FL,13020,23.0,,3.8,5.9,7.3,15.8,0.5,12.6,55.9,8.2,25362
Charlotte,FL,147009,204.1,3.8,3.3,3.7,18.0,4.4,0.9,7.4,75.7,13.4,32211
Citrus,FL,122470,202.2,3.7,2.7,3.8,17.0,2.4,0.8,7.6,68.6,10.4,26883
Clay,FL,147542,234.3,4.8,4.3,6.6,5.6,6.7,2.0,13.4,81.2,17.9,42729
Collier,FL,265769,124.1,5.7,19.6,5.3,14.0,4.5,0.6,13.0,79.0,22.3,41000
Columbia,FL,57841,70.9,2.3,2.7,6.4,8.0,17.0,0.7,14.6,69.0,11.0,28521
Dade,FL,2289683,1158.0,1.6,57.3,6.5,7.2,20.3,1.4,14.7,65.0,18.8,30000
De Soto,FL,32438,50.6,0.7,24.9,5.8,11.0,12.7,0.4,14.2,54.5,7.6,25525
Dixie,FL,13992,19.6,1.2,1.8,5.6,11.0,9.0,0.2,12.5,57.7,6.2,21982
Duval,FL,792434,1006.0,1.7,4.1,7.2,5.6,27.8,2.7,16.4,76.9,18.4,35883
Escambia,FL,293205,444.7,-0.4,2.7,6.1,7.3,21.4,2.2,14.2,76.2,18.2,31069
Flagler,FL,54964,102.7,10.3,5.1,4.1,17.0,8.8,1.2,7.5,78.7,17.3,34675
Franklin,FL,11202,20.3,1.3,2.4,4.6,8.9,16.3,0.2,11.1,59.5,12.4,24088
Gadsden,FL,45321,87.4,0.5,6.2,6.7,6.8,57.1,0.3,15.6,59.9,11.2,24881
Gilchrist,FL,14829,41.4,2.7,2.8,5.7,7.9,7.0,0.2,13.0,63.0,7.4,27483
Glades,FL,10750,13.7,1.6,15.1,5.8,12.0,10.5,0.3,11.5,57.4,7.1,26336
Gulf,FL,13417,24.0,0.6,2.0,5.1,9.6,16.9,0.4,10.4,66.4,9.2,28605
Hamilton,FL,13504,25.9,1.3,6.4,6.3,6.4,37.7,0.2,12.6,58.4,7.0,24174
Hardee,FL,26759,42.3,-0.7,35.7,7.7,7.9,8.3,0.3,20.9,54.8,8.6,25482
Hendry,FL,36562,31.4,1.0,39.6,7.8,5.9,14.7,0.4,20.9,56.6,10.0,28325
Hernando,FL,135751,273.6,3.8,5.0,4.5,16.0,4.1,0.6,8.4,70.5,9.7,27740
Highlands,FL,88972,85.0,1.8,12.1,4.8,17.0,9.3,1.0,11.7,68.2,10.9,26006
Hillsborough,FL,1027318,950.5,2.8,18.0,6.9,6.4,15.0,2.2,15.3,75.6,20.2,35994
Holmes,FL,18811,38.5,1.3,1.9,5.5,7.9,6.5,0.4,11.9,57.1,7.4,23416
Indian River,FL,116488,224.5,3.1,6.5,4.7,15.0,8.2,0.7,10.1,76.5,19.1,35895
Jackson,FL,46751,51.0,,2.9,5.5,7.7,26.6,0.4,12.8,61.6,10.9,25953
Jefferson,FL,12946,21.6,0.3,2.2,5.3,7.7,38.3,0.3,12.2,64.1,14.7,27788
Lafayette,FL,7245,12.9,3.2,9.1,5.5,7.1,14.4,0.1,14.0,58.2,5.2,27354
Lake,FL,227598,220.9,8.1,5.6,5.2,14.0,8.3,0.8,10.5,70.6,12.7,30768
Lee,FL,462455,548.4,4.9,9.5,5.2,14.0,6.6,0.8,11.8,76.9,16.4,34117
Leon,FL,239376,359.0,,3.5,5.7,4.4,29.1,1.9,13.3,84.9,37.1,37832
Levy,FL,35520,30.8,3.1,3.9,5.7,10.0,11.0,0.4,11.4,62.8,8.3,24838
Liberty,FL,7067,8.4,0.7,4.5,5.5,6.2,18.4,0.1,11.3,56.7,7.3,27178
Madison,FL,18718,27.1,-0.1,3.2,5.7,7.5,40.3,0.3,12.3,56.5,9.7,24980
Manatee,FL,274523,356.3,4.0,9.3,5.6,13.0,8.2,0.9,12.2,75.6,15.5,35063
Marion,FL,267889,164.0,3.5,6.0,5.2,14.0,11.5,0.7,11.5,69.6,11.5,28244
Martin,FL,130313,227.9,2.8,7.5,4.4,14.0,5.3,0.6,9.7,79.7,20.3,40161
Monroe,FL,78556,79.8,-1.3,15.8,4.3,8.5,4.8,0.8,10.0,79.7,20.3,36353
Nassau,FL,59830,88.4,3.8,1.5,6.2,7.9,7.7,0.5,12.8,71.2,12.5,40128
Okaloosa,FL,173065,182.2,1.5,4.3,6.4,7.4,9.1,2.5,13.6,83.8,21.0,36788
Okeechobee,FL,36385,46.4,1.3,18.6,6.3,9.5,7.9,0.7,16.7,59.1,9.8,26129
Orange,FL,923311,988.3,3.0,18.8,6.8,5.5,18.2,3.4,15.8,78.8,21.2,36979
Osceola,FL,181932,130.5,5.5,29.4,6.8,6.4,7.4,2.2,15.2,73.7,11.2,32552
Palm Beach,FL,1165049,573.0,3.0,12.4,5.6,11.0,13.8,1.5,12.4,78.8,22.1,37045
Pasco,FL,362658,462.8,5.2,5.7,5.3,13.0,2.1,0.9,10.6,66.9,9.1,28202
Pinellas,FL,924610,3291.0,0.3,4.6,4.9,11.0,9.0,2.1,10.6,78.1,18.5,32816
Polk,FL,492751,258.2,1.8,9.5,6.4,9.9,13.5,0.9,14.5,68.0,12.9,31030
Putnam,FL,70880,97.5,0.6,5.9,6.1,11.0,17.0,0.4,13.0,64.3,8.3,25318
St. Johns,FL,131684,202.2,6.9,2.6,5.4,8.8,6.3,1.0,10.9,79.9,23.6,42857
St. Lucie,FL,200018,336.9,3.8,8.2,5.6,12.0,15.4,0.9,12.3,71.7,13.1,30788
Santa Rosa,FL,123101,115.8,4.6,2.5,6.5,6.9,4.2,1.3,13.1,78.5,18.6,37201
Sarasota,FL,335323,569.9,2.9,4.3,3.9,15.0,4.2,0.8,8.4,81.3,21.9,37660
Seminole,FL,374334,1186.0,2.5,11.2,6.3,5.9,9.5,2.5,12.9,84.6,26.3,43061
Sumter,FL,54504,97.7,2.2,6.3,4.0,18.0,13.8,0.4,10.2,64.3,7.8,25601
Suwannee,FL,35668,50.6,2.4,4.9,6.0,9.4,12.1,0.5,12.9,63.8,8.2,26070
Taylor,FL,19231,18.5,-0.1,1.5,5.9,8.3,19.0,0.4,12.4,62.1,9.8,27354
Union,FL,13672,56.0,1.7,3.5,5.5,4.7,22.8,0.3,10.4,67.7,7.9,29968
Volusia,FL,454581,401.9,2.5,6.6,4.9,11.0,9.3,1.0,11.0,75.4,14.8,29843
Wakulla,FL,24761,37.7,8.3,1.9,5.9,6.4,11.5,0.2,12.3,71.6,10.1,34492
Walton,FL,42644,38.4,5.0,2.2,5.3,9.6,7.0,0.5,11.4,66.5,11.9,27211
Washington,FL,21192,36.2,1.0,2.3,6.0,8.4,13.7,0.4,12.4,60.9,7.4,25224
Appling,GA,17472,34.2,0.3,4.5,7.3,6.6,19.6,0.3,17.9,57.2,8.2,28620
Atkinson,GA,7571,22.5,-0.5,17.0,9.5,5.1,19.6,0.1,25.4,51.5,6.4,24493
Bacon,GA,9993,35.4,-1.1,3.4,7.5,7.5,15.7,0.3,14.0,58.1,6.6,25594
Baker,GA,4102,11.9,0.7,2.7,7.2,7.6,50.4,0.0,9.1,53.6,9.4,25261
Baldwin,GA,44806,173.3,0.2,1.4,5.1,6.0,43.4,1.0,11.4,64.7,13.3,31153
Banks,GA,14847,61.6,2.9,3.4,7.5,6.2,3.2,0.6,13.0,56.6,6.4,33061
Barrow,GA,48946,284.8,6.1,3.2,8.3,4.9,9.7,2.2,18.8,58.8,9.2,37258
Bartow,GA,80026,165.6,5.3,3.3,7.8,5.5,8.7,0.5,17.7,58.7,9.0,37469
Ben Hill,GA,17242,69.4,-1.4,4.6,7.3,6.7,32.6,0.3,15.2,56.8,7.6,26126
Berrien,GA,16091,35.9,-0.9,2.4,7.1,6.9,11.4,0.3,15.3,57.5,7.5,27848
Bibb,GA,153549,615.5,-0.2,1.3,7.4,6.6,47.3,1.1,16.3,68.2,17.0,32553
Bleckley,GA,11735,53.8,0.6,0.9,6.4,7.4,24.6,0.9,13.6,60.3,10.3,31756
Brantley,GA,14877,32.9,1.7,1.0,7.4,6.4,4.0,0.1,7.7,64.1,5.8,29430
Brooks,GA,16397,33.3,-0.3,3.1,6.5,7.4,39.3,0.3,12.3,58.7,9.1,26002
Bryan,GA,24552,53.0,4.8,2.0,7.7,4.3,14.1,0.8,15.9,68.5,11.8,39198
Bulloch,GA,56918,82.1,1.7,1.9,5.8,5.0,28.8,0.8,12.7,67.6,19.9,30483
Burke,GA,22591,26.8,1.6,1.4,8.0,5.8,51.0,0.3,16.4,55.3,9.6,23787
Butts,GA,20629,104.4,5.7,1.4,6.3,5.9,28.8,0.3,13.3,58.4,7.2,32153
Calhoun,GA,6307,22.6,-0.2,3.0,6.0,6.2,60.6,0.1,17.0,52.2,10.1,21573
Camden,GA,44061,69.3,0.9,3.6,8.7,3.2,20.1,1.0,17.4,79.5,13.5,37797
Candler,GA,9508,38.8,-0.7,9.2,7.2,7.2,27.1,0.3,15.6,53.2,9.9,25017
Carroll,GA,91956,174.9,5.4,2.6,7.1,5.5,16.3,0.6,15.5,60.5,12.0,34061
Catoosa,GA,55197,328.9,3.6,1.2,6.8,7.1,1.3,0.7,12.6,63.8,8.1,35597
Charlton,GA,10393,13.2,1.1,0.8,6.5,5.6,29.3,0.3,17.2,56.2,6.4,27357
Chatham,GA,232064,529.8,,2.3,6.7,6.8,40.5,1.7,15.5,73.7,18.6,33639
Chattahoochee,GA,15134,59.8,1.7,10.4,8.4,1.2,29.9,1.8,14.4,88.5,20.2,36899
Chattooga,GA,25901,81.4,1.7,2.1,6.5,7.8,11.2,0.1,13.5,50.1,5.9,27909
Cherokee,GA,152170,334.7,7.2,5.4,8.2,3.9,2.5,0.8,16.0,75.2,18.4,54423
Clarke,GA,101800,838.8,0.3,6.3,5.2,4.1,27.3,3.1,13.2,77.1,37.5,30664
Clay,GA,3390,17.2,1.0,1.0,6.6,10.0,60.5,0.3,20.5,51.4,11.2,20277
Clayton,GA,246779,1654.0,4.3,7.5,8.3,3.6,51.6,4.5,18.8,77.2,14.7,38366
Clinch,GA,6833,8.5,-0.7,0.8,7.3,6.8,29.5,0.1,15.6,46.2,6.7,25828
Cobb,GA,631767,1788.0,4.0,7.7,7.2,4.0,18.8,3.1,15.4,85.8,33.0,52924
Coffee,GA,37815,62.5,1.1,6.8,7.8,5.5,25.9,0.6,17.8,58.0,11.1,28484
Colquitt,GA,42201,76.2,0.4,10.8,7.6,6.7,23.5,0.2,15.4,57.0,10.0,26039
Columbia,GA,92427,307.9,3.5,2.6,6.9,4.7,11.2,3.4,12.8,81.1,23.9,50345
Cook,GA,15855,68.9,0.5,3.1,7.7,7.1,29.1,0.4,18.0,55.2,6.5,26448
Coweta,GA,94571,201.4,6.0,3.1,8.2,4.9,18.0,0.7,17.1,67.4,13.3,44493
Crawford,GA,12559,38.4,0.5,2.4,6.7,5.4,23.8,0.2,12.7,60.2,5.7,33827
Crisp,GA,22133,80.3,0.6,1.7,7.8,6.9,43.4,0.7,16.9,56.2,10.0,23859
Dade,GA,15508,87.1,2.3,0.9,5.9,7.2,0.6,0.4,13.6,55.3,8.0,30079
Dawson,GA,17176,75.8,7.4,1.6,7.0,6.3,0.4,0.3,15.9,60.1,8.6,40128
Decatur,GA,28175,47.3,-0.2,3.2,7.7,7.2,39.9,0.3,16.0,59.8,11.7,26377
De Kalb,GA,665133,2485.0,-0.1,7.9,7.1,4.3,54.2,4.0,16.8,83.9,32.7,42767
Dodge,GA,19143,38.3,-0.1,1.3,6.2,7.1,29.4,0.2,13.0,56.8,8.0,25409
Dooly,GA,11651,29.3,1.1,4.7,6.8,6.1,49.5,0.4,18.1,54.7,9.5,22555
Dougherty,GA,95723,291.1,-0.4,1.3,7.6,6.4,60.1,0.6,17.6,67.5,17.0,29658
Douglas,GA,96006,463.2,4.2,2.9,7.3,4.5,18.5,1.2,14.5,72.3,12.0,46284
Early,GA,12282,24.2,-0.6,1.2,7.1,7.8,48.1,0.2,16.2,54.1,9.4,22525
Echols,GA,3726,9.3,-0.7,19.7,8.0,5.7,6.9,0.1,9.1,61.0,4.7,30080
Effingham,GA,39616,78.4,5.5,1.4,7.6,4.7,13.0,0.5,14.5,66.0,7.6,41511
Elbert,GA,20648,55.6,0.7,2.4,6.4,8.0,30.9,0.2,12.0,54.3,8.0,27555
Emanuel,GA,21859,31.8,0.1,3.4,6.8,6.8,33.3,0.2,14.7,52.6,9.1,22876
Evans,GA,10738,56.7,2.3,6.0,6.9,6.6,33.0,0.3,13.5,58.5,8.6,25659
Fannin,GA,20661,51.3,4.4,0.7,5.4,11.0,0.1,0.2,12.6,55.8,7.8,26062
Fayette,GA,95542,463.3,4.7,2.8,5.8,4.9,11.5,2.4,9.8,86.5,25.8,69309
Floyd,GA,91183,176.5,0.7,5.5,6.6,7.4,13.3,0.9,13.3,63.9,13.7,33584
Forsyth,GA,110296,435.4,12.1,5.6,9.5,4.3,0.7,0.8,18.4,67.6,15.6,60250
Franklin,GA,20783,77.1,2.5,0.9,6.3,8.4,8.8,0.3,13.1,54.1,9.5,28909
Fulton,GA,816638,1543.0,0.1,5.9,7.0,4.4,44.6,3.0,17.3,77.8,31.6,39047
Gilmer,GA,24349,54.9,3.8,7.7,7.2,8.3,0.3,0.2,16.5,52.3,8.6,28607
Glascock,GA,2583,17.8,1.1,0.5,6.8,8.5,8.3,0.0,14.5,50.3,5.3,28625
Glynn,GA,68217,160.1,1.0,3.0,6.5,7.8,26.5,0.6,12.9,74.3,19.9,35077
Gordon,GA,45555,123.9,3.3,7.4,7.2,6.1,3.5,0.5,15.7,58.4,9.2,33828
Grady,GA,23714,51.7,0.2,5.2,7.0,7.0,30.1,0.3,14.4,54.9,7.7,25527
Greene,GA,14914,37.1,3.5,2.9,6.7,8.4,44.4,0.2,15.0,51.2,8.8,27011
Gwinnett,GA,621528,1359.0,5.6,10.9,8.0,3.2,13.3,7.2,16.2,86.7,29.6,56082
Habersham,GA,37153,129.1,3.5,7.7,6.3,7.8,4.5,1.9,14.4,59.0,12.0,33582
Hall,GA,145664,353.5,4.6,19.6,8.2,5.4,7.3,1.3,19.3,65.1,15.4,38435
Hancock,GA,10065,21.3,-0.1,0.5,5.8,7.0,77.8,0.1,15.0,49.5,6.8,23230
Haralson,GA,26255,91.1,2.2,0.6,6.8,7.2,5.4,0.3,13.5,56.0,7.5,30043
Harris,GA,24548,51.1,3.6,1.1,5.9,6.9,19.5,0.5,12.9,65.0,13.6,40645
Hart,GA,23087,99.1,0.4,0.9,6.3,9.3,19.4,0.5,11.1,56.9,9.1,30794
Heard,GA,11229,37.2,2.0,1.1,7.9,6.2,10.8,0.1,15.5,49.1,5.7,30441
Henry,GA,132581,369.5,11.1,2.3,8.1,4.5,14.7,1.8,17.1,72.9,10.7,49548
Houston,GA,113391,293.8,2.4,3.0,7.0,5.7,24.8,1.6,14.1,79.5,16.0,41188
Irwin,GA,10028,27.8,1.0,2.0,6.8,7.4,25.9,0.3,13.6,53.1,8.3,26957
Jackson,GA,44010,121.6,5.8,3.0,7.3,5.6,7.8,1.0,16.9,54.5,9.0,34033
Jasper,GA,11904,30.9,4.2,2.1,7.0,6.8,27.3,0.2,10.1,64.6,10.8,34164
Jeff Davis,GA,12762,38.1,0.6,5.1,7.7,6.9,15.1,0.4,15.7,55.2,8.3,28010
Jefferson,GA,17090,32.7,-1.0,1.5,7.2,6.8,56.3,0.2,15.7,49.7,6.2,23243
Jenkins,GA,8637,24.5,0.7,3.3,7.1,7.3,40.5,0.2,13.8,49.9,7.7,22686
Johnson,GA,8578,28.2,0.2,0.9,6.8,8.0,37.0,0.1,17.2,52.0,4.9,24315
Jones,GA,24203,60.0,2.4,0.7,6.5,6.0,23.3,0.5,11.4,70.2,12.0,39176
Lamar,GA,16260,86.0,2.2,1.1,6.1,7.0,30.4,0.4,13.9,58.0,10.0,30332
Lanier,GA,7140,38.7,-1.4,1.7,7.2,6.2,25.6,0.4,11.5,51.2,5.4,24428
Laurens,GA,45378,55.3,1.1,1.2,6.9,6.9,34.5,0.8,14.0,61.0,12.0,28950
Lee,GA,25539,69.5,3.2,1.2,7.3,3.8,15.5,0.8,12.7,69.8,13.7,44326
Liberty,GA,60107,118.7,-2.4,8.2,10.0,2.4,42.8,1.8,24.8,82.1,13.4,29508
Lincoln,GA,8424,39.6,0.9,1.0,5.4,9.1,34.4,0.2,10.6,59.2,8.2,27034
Long,GA,10548,25.7,2.4,8.4,11.0,3.5,24.3,0.6,20.2,63.6,5.2,27388
Lowndes,GA,92250,182.8,0.1,2.7,7.2,5.0,34.0,1.2,17.0,69.8,16.3,30296
Lumpkin,GA,21855,74.0,4.0,3.5,6.4,5.6,1.5,0.4,12.0,60.2,11.1,35598
McDuffie,GA,21286,81.7,0.3,1.3,7.1,6.4,37.5,0.3,14.3,56.1,10.4,28268
McIntosh,GA,11085,25.1,2.2,0.9,6.6,7.1,36.8,0.3,14.5,56.9,8.7,24357
Macon,GA,14133,34.9,0.4,2.6,7.1,6.7,59.5,0.6,15.1,53.7,10.1,24175
Madison,GA,26214,90.6,1.9,2.0,6.9,6.3,8.5,0.3,14.1,59.7,9.7,33855
Marion,GA,7204,19.5,0.8,5.8,6.5,5.7,34.1,0.2,14.1,54.5,4.6,25355
Meriwether,GA,22625,44.8,0.4,0.8,6.7,7.0,42.2,0.2,13.4,51.6,6.7,27349
Miller,GA,6381,22.6,,0.7,6.0,8.2,28.9,,12.2,57.4,8.2,26289
Mitchell,GA,24053,46.7,0.5,2.1,7.2,6.3,47.9,0.3,15.6,54.9,7.8,24688
Monroe,GA,22153,54.9,1.8,1.3,6.3,6.0,27.9,0.3,12.0,66.2,12.9,34310
Montgomery,GA,8361,33.8,1.1,3.3,6.8,6.1,27.2,0.2,12.8,57.4,10.1,24936
Morgan,GA,16153,44.2,4.5,1.6,6.6,6.8,28.5,0.3,13.4,59.6,11.0,33165
Murray,GA,37747,106.1,3.4,5.5,8.1,5.1,0.6,0.3,17.2,52.1,5.5,33175
Muscogee,GA,184134,862.5,-1.2,4.5,7.3,6.5,43.7,1.5,16.5,71.5,16.6,31349
Newton,GA,68047,224.6,9.8,1.9,7.9,5.7,22.2,0.7,17.0,59.7,9.5,37415
Oconee,GA,27059,141.0,3.2,3.2,6.9,4.6,6.4,1.4,11.6,77.1,28.4,47659
Oglethorpe,GA,12969,28.7,2.6,1.4,6.9,7.0,19.8,0.2,11.5,61.8,12.8,33398
Paulding,GA,89734,261.0,9.9,1.7,9.4,3.6,7.0,0.4,15.7,64.1,7.6,44575
Peach,GA,24196,156.7,2.2,4.2,6.5,5.8,45.4,0.3,15.4,67.5,15.2,29557
Pickens,GA,24776,99.1,7.8,2.0,6.3,8.2,1.3,0.2,12.7,56.8,9.0,36883
Pierce,GA,15698,45.6,0.4,2.3,6.7,6.8,10.9,0.2,14.4,60.0,6.3,28318
Pike,GA,14253,62.8,4.1,1.2,7.0,6.2,14.8,0.4,14.3,64.9,9.3,35062
Polk,GA,38843,122.6,1.9,7.7,7.2,7.2,13.3,0.3,17.1,51.8,6.8,29437
Pulaski,GA,9598,38.8,0.1,2.8,6.4,7.0,34.3,0.3,13.0,60.6,10.7,29139
Putnam,GA,19094,54.5,1.5,2.2,6.1,9.0,29.9,0.7,12.7,61.8,11.7,32956
Quitman,GA,2610,17.1,0.5,0.5,6.1,12.0,46.9,,12.1,49.5,7.3,20838
Rabun,GA,15318,40.6,1.8,4.5,5.7,11.0,0.8,0.4,13.0,62.7,11.6,29803
Randolph,GA,7644,18.2,-1.9,1.2,7.1,7.5,59.5,0.2,16.4,49.3,6.0,20461
Richmond,GA,198366,616.6,-0.7,2.8,7.1,6.0,49.8,1.5,16.4,70.9,17.3,30339
Rockdale,GA,71798,535.2,2.4,6.0,6.4,5.3,18.2,1.9,12.9,77.7,18.1,48632
Schley,GA,3921,22.4,4.1,2.4,8.5,6.3,31.3,0.1,20.1,56.4,8.0,28479
Screven,GA,15177,23.7,-1.3,1.0,6.6,7.4,45.3,0.3,15.8,58.9,8.6,26631
Seminole,GA,9365,39.4,,3.7,7.2,8.8,34.7,0.2,12.2,52.7,7.8,24521
Spalding,GA,59066,295.0,1.1,1.6,7.5,6.3,31.1,0.7,14.9,60.0,11.1,33073
Stephens,GA,25651,142.1,0.8,1.0,6.1,8.0,12.0,0.6,14.2,60.1,13.1,29980
Stewart,GA,5145,11.4,-2.0,1.5,6.4,8.6,61.5,0.2,13.8,51.4,8.0,21518
